epoch,accuracy,precision,recall,f1_score
1,0.77,0.7475928918747251,0.685390315127116,0.71103185230632
2,0.858,0.8511583913066771,0.7967681513278246,0.8183357660355303
3,0.912,0.914859495877435,0.9035372036642725,0.9039383999407977
4,0.942,0.878659785473621,0.9378954475709401,0.8994043852147066
5,0.95,0.8861218643311465,0.9493526758263072,0.9086593435171051
