epoch,accuracy,precision,recall,f1_score
1,0.782,0.7780370581799079,0.6984231402905743,0.7318535599099573
2,0.866,0.8583453545239921,0.8341108066812244,0.8411925375593663
3,0.922,0.9246298176636775,0.905460570900673,0.9096868739878328
4,0.932,0.9350643154940175,0.9357358819447111,0.9300245017797423
5,0.938,0.9400519632865111,0.9378682208240381,0.9335628943078336
