epoch,accuracy,precision,recall,f1_score
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804
2,0.87,0.8747303679875715,0.8313437799397387,0.8475864092156077
3,0.92,0.9233887637369881,0.8994261440475086,0.9060132552026392
4,0.944,0.944897151784629,0.8616453051880024,0.8934974621777826
5,0.95,0.8861218643311465,0.9474663488707278,0.9077868099719036
