epoch,accuracy,precision,recall,f1_score
1,0.764,0.7403981876705307,0.6979972372589666,0.7144433335196536
2,0.868,0.8496588240411113,0.7897727692720262,0.8139176345078618
3,0.904,0.9136241685122694,0.8856036763654852,0.8942271618912545
4,0.94,0.9431123475618003,0.9117210330597937,0.9218229838357138
5,0.946,0.9490596882596883,0.9470991169938662,0.9426300534337045
