epoch,accuracy,precision,recall,f1_score,loss
1,0.0714022819285977,0.0050982858646109,0.0526315789473684,0.0093889657529703,11.515272151722629
2,0.0714022819285977,0.0050982858646109,0.0526315789473684,0.0093090779599833,12.743833238938276
3,0.0714022819285977,0.0050982858646109,0.0526315789473684,0.0092046209319558,12.451277328939998
4,0.0714022819285977,0.0050982858646109,0.0526315789473684,0.0093510772913479,13.046366343778722
5,0.07140228192859772,0.005098285864610952,0.05263157894736842,0.009263186714294337,13.213931308073157
