epoch,accuracy,precision,recall,f1_score,loss
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804,0.7551797591149807
2,0.87,0.8747303679875715,0.8313437799397387,0.8475864092156077,0.4241815973073244
3,0.92,0.923388763736988,0.8994261440475086,0.9060132552026392,0.2696251478046179
4,0.944,0.944897151784629,0.8616453051880024,0.8934974621777826,0.2100584218278527
5,0.95,0.8861218643311465,0.9474663488707278,0.9077868099719036,0.17566106468439102
