epoch,accuracy,precision,recall,f1_score,loss,training_mode
1,0.764,0.7403981876705307,0.6979972372589666,0.7144433335196536,0.8135203309357166,cv
1,0.764,0.7403981876705307,0.6979972372589666,0.7144433335196536,0.8135203309357166,cv
2,0.868,0.8496588240411113,0.7897727692720262,0.8139176345078618,0.4506052490323782,cv
1,0.764,0.7403981876705307,0.6979972372589666,0.7144433335196536,0.8135203309357166,cv
2,0.868,0.8496588240411113,0.7897727692720262,0.8139176345078618,0.4506052490323782,cv
3,0.904,0.9136241685122694,0.8856036763654852,0.8942271618912545,0.3145427657291293,cv
1,0.764,0.7403981876705307,0.6979972372589666,0.7144433335196536,0.8135203309357166,cv
2,0.868,0.8496588240411113,0.7897727692720262,0.8139176345078618,0.4506052490323782,cv
3,0.904,0.9136241685122694,0.8856036763654852,0.8942271618912545,0.3145427657291293,cv
4,0.94,0.9431123475618004,0.9117210330597936,0.9218229838357138,0.2443400616757571,cv
1,0.764,0.7403981876705307,0.6979972372589666,0.7144433335196536,0.8135203309357166,cv
2,0.868,0.8496588240411113,0.7897727692720262,0.8139176345078618,0.4506052490323782,cv
3,0.904,0.9136241685122694,0.8856036763654852,0.8942271618912545,0.3145427657291293,cv
4,0.94,0.9431123475618004,0.9117210330597936,0.9218229838357138,0.2443400616757571,cv
5,0.946,0.9490596882596884,0.9470991169938662,0.9426300534337044,0.2253086776472628,cv
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804,0.7551797591149807,cv
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804,0.7551797591149807,cv
2,0.87,0.8747303679875715,0.8313437799397387,0.8475864092156077,0.4241815973073244,cv
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804,0.7551797591149807,cv
2,0.87,0.8747303679875715,0.8313437799397387,0.8475864092156077,0.4241815973073244,cv
3,0.92,0.923388763736988,0.8994261440475086,0.9060132552026392,0.2696251478046179,cv
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804,0.7551797591149807,cv
2,0.87,0.8747303679875715,0.8313437799397387,0.8475864092156077,0.4241815973073244,cv
3,0.92,0.923388763736988,0.8994261440475086,0.9060132552026392,0.2696251478046179,cv
4,0.944,0.944897151784629,0.8616453051880024,0.8934974621777826,0.2100584218278527,cv
1,0.772,0.7471127832341241,0.7051100915691205,0.7213347504864804,0.7551797591149807,cv
2,0.87,0.8747303679875715,0.8313437799397387,0.8475864092156077,0.4241815973073244,cv
3,0.92,0.923388763736988,0.8994261440475086,0.9060132552026392,0.2696251478046179,cv
4,0.944,0.944897151784629,0.8616453051880024,0.8934974621777826,0.2100584218278527,cv
5,0.95,0.8861218643311465,0.9474663488707278,0.9077868099719036,0.175661064684391,cv
1,0.77,0.7475928918747251,0.685390315127116,0.71103185230632,0.8134759161621332,cv
1,0.77,0.7475928918747251,0.685390315127116,0.71103185230632,0.8134759161621332,cv
2,0.858,0.8511583913066771,0.7967681513278246,0.8183357660355303,0.4495777674019336,cv
1,0.77,0.7475928918747251,0.685390315127116,0.71103185230632,0.8134759161621332,cv
2,0.858,0.8511583913066771,0.7967681513278246,0.8183357660355303,0.4495777674019336,cv
3,0.912,0.914859495877435,0.9035372036642724,0.9039383999407976,0.2954344702884555,cv
1,0.77,0.7475928918747251,0.685390315127116,0.71103185230632,0.8134759161621332,cv
2,0.858,0.8511583913066771,0.7967681513278246,0.8183357660355303,0.4495777674019336,cv
3,0.912,0.914859495877435,0.9035372036642724,0.9039383999407976,0.2954344702884555,cv
4,0.942,0.878659785473621,0.93789544757094,0.8994043852147066,0.224761423189193,cv
1,0.77,0.7475928918747251,0.685390315127116,0.71103185230632,0.8134759161621332,cv
2,0.858,0.8511583913066771,0.7967681513278246,0.8183357660355303,0.4495777674019336,cv
3,0.912,0.914859495877435,0.9035372036642724,0.9039383999407976,0.2954344702884555,cv
4,0.942,0.878659785473621,0.93789544757094,0.8994043852147066,0.224761423189193,cv
5,0.95,0.8861218643311465,0.9493526758263072,0.9086593435171052,0.2002558959648013,cv
1,0.782,0.7780370581799079,0.6984231402905743,0.7318535599099573,0.7811536882072687,cv
1,0.782,0.7780370581799079,0.6984231402905743,0.7318535599099573,0.7811536882072687,cv
2,0.866,0.8583453545239921,0.8341108066812244,0.8411925375593663,0.4671976827085018,cv
1,0.782,0.7780370581799079,0.6984231402905743,0.7318535599099573,0.7811536882072687,cv
2,0.866,0.8583453545239921,0.8341108066812244,0.8411925375593663,0.4671976827085018,cv
3,0.922,0.9246298176636776,0.905460570900673,0.9096868739878328,0.3184990677982569,cv
1,0.782,0.7780370581799079,0.6984231402905743,0.7318535599099573,0.7811536882072687,cv
2,0.866,0.8583453545239921,0.8341108066812244,0.8411925375593663,0.4671976827085018,cv
3,0.922,0.9246298176636776,0.905460570900673,0.9096868739878328,0.3184990677982569,cv
4,0.932,0.9350643154940176,0.9357358819447112,0.9300245017797424,0.2639818121679127,cv
1,0.782,0.7780370581799079,0.6984231402905743,0.7318535599099573,0.7811536882072687,cv
2,0.866,0.8583453545239921,0.8341108066812244,0.8411925375593663,0.4671976827085018,cv
3,0.922,0.9246298176636776,0.905460570900673,0.9096868739878328,0.3184990677982569,cv
4,0.932,0.9350643154940176,0.9357358819447112,0.9300245017797424,0.2639818121679127,cv
5,0.938,0.9400519632865112,0.937868220824038,0.9335628943078336,0.2425555512309074,cv
1,0.75,0.7457681842604382,0.646325325630139,0.6885153819220154,0.8969579637050629,cv
1,0.75,0.7457681842604382,0.646325325630139,0.6885153819220154,0.8969579637050629,cv
2,0.846,0.8499462874127381,0.8092710613562992,0.8243454449089421,0.4961912808939814,cv
