epoch,accuracy,precision,recall,f1_score,loss
1,0.802,0.8065163139712245,0.7255733860805015,0.7595167197580683,0.6881806273013353
2,0.916,0.8544080291866634,0.9039902120846124,0.8708437484838896,0.31389313749969
3,0.944,0.8805253051880024,0.9456491954514352,0.9039784027886392,0.2363447058014571
4,0.962,0.8973149826174347,0.9509713127213438,0.9153169866332764,0.178230874473229
5,0.962,0.8973149826174347,0.9505513321454456,0.9151206923365651,0.16782968665938824
