epoch,training_loss_1,validation_loss_1,training_loss_2,validation_loss_2,training_loss_3,validation_loss_3,training_loss_4,validation_loss_4,training_loss_5,validation_loss_5,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,precision_1,precision_2,precision_3,precision_4,precision_5,recall_1,recall_2,recall_3,recall_4,recall_5,f1_score_1,f1_score_2,f1_score_3,f1_score_4,f1_score_5
"range(1, 6)",1.596085810288787,0.6574569065123796,0.605211766846478,0.343301011249423,0.33665118551347406,0.19582858821377158,0.20034118024399505,0.14983231422957033,0.11766281850636005,0.1459653551573865,0.802,0.9,0.944,0.958,0.958,0.7845591813677624,0.8394838714716125,0.9454310361316242,0.9604996557892113,0.893583943188672,0.739083522766203,0.9005634472250816,0.8616453051880024,0.9614697185949937,0.96263984476512,0.7567686339787448,0.8613785319648074,0.8937381798623453,0.9554619393773456,0.9187498604783658
