epoch,accuracy,precision,recall,f1_score
1,0.824,0.8225863505013504,0.7513525522323187,0.7808442659773648
2,0.91,0.9108532189017264,0.8950483497145935,0.8976930211575012
3,0.934,0.9399128521281463,0.9510653294690505,0.9400229369956864
4,0.948,0.8842563446167652,0.9477276631839424,0.9069189862793235
5,0.954,0.8898529037599092,0.9527965931481055,0.9122295047138668
