epoch,accuracy,precision,recall,f1_score,loss
1,0.822,0.8114248626525407,0.7590496540854876,0.7815870936478885,0.5821934174746275
2,0.948,0.8938085414858159,0.9315089870583764,0.9133031574219752,0.2218870772048831
3,0.972,0.944700109444406,0.9168921918067856,0.938678224976442,0.1192734625656157
4,0.982,0.9180795021236642,0.9292857142857142,0.926305751220231,0.085980309639126
5,0.984,0.9336155283146174,0.9377008542093931,0.935853498029427,0.07474068789451849
