epoch,training_loss_1,validation_loss_1,training_loss_2,validation_loss_2,training_loss_3,validation_loss_3,training_loss_4,validation_loss_4,training_loss_5,validation_loss_5,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,precision_1,precision_2,precision_3,precision_4,precision_5,recall_1,recall_2,recall_3,recall_4,recall_5,f1_score_1,f1_score_2,f1_score_3,f1_score_4,f1_score_5
"range(1, 6)",1.3917783710484704,0.5821934174746275,0.5411104992808153,0.2218870772048831,0.3045309480240879,0.11927346256561577,0.17093929540909206,0.08598030963912606,0.10322507344681071,0.07474068789451849,0.822,0.948,0.972,0.982,0.984,0.8114248626525407,0.8938085414858159,0.9447001094444059,0.9180795021236642,0.9336155283146174,0.7590496540854876,0.9315089870583765,0.9168921918067857,0.9292857142857142,0.9377008542093931,0.7815870936478885,0.9133031574219752,0.9386782249764419,0.926305751220231,0.935853498029427
