epoch,training_loss_1,validation_loss_1,training_loss_2,validation_loss_2,training_loss_3,validation_loss_3,training_loss_4,validation_loss_4,training_loss_5,validation_loss_5,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5,precision_1,precision_2,precision_3,precision_4,precision_5,recall_1,recall_2,recall_3,recall_4,recall_5,f1_score_1,f1_score_2,f1_score_3,f1_score_4,f1_score_5
"range(1, 6)",1.268586979329586,0.47559021413326263,0.4817743255570531,0.2882467769086361,0.26805590015277264,0.09795440186280757,0.15304156697262078,0.042646282076020725,0.09619380937283858,0.07947689905995503,0.864,0.914,0.968,0.99,0.978,0.8649252486421332,0.9221305255984018,0.9278803565861172,0.9405875682592799,0.9183738165764705,0.8252270895785752,0.9081604183425287,0.9817297026595807,0.9922555043522784,0.9857338263588262,0.8397562234793579,0.9152069358690709,0.9470673434086743,0.9671033631121015,0.9435879533088956
