epoch,accuracy,precision,recall,f1_score,loss
1,0.864,0.8649252486421332,0.8252270895785752,0.8397562234793579,0.4755902141332626
2,0.914,0.9221305255984018,0.9081604183425288,0.9152069358690708,0.2882467769086361
3,0.968,0.9278803565861172,0.9817297026595808,0.9470673434086744,0.0979544018628075
4,0.99,0.94058756825928,0.9922555043522784,0.9671033631121017,0.0426462820760207
5,0.978,0.9183738165764705,0.9857338263588262,0.9435879533088956,0.07947689905995503
