epoch,accuracy,precision,recall,f1_score
1,0.864,0.8649252486421332,0.8252270895785752,0.8397562234793579
2,0.914,0.9221305255984018,0.9081604183425287,0.9152069358690709
3,0.968,0.9278803565861172,0.9817297026595807,0.9470673434086743
4,0.99,0.9405875682592799,0.9922555043522784,0.9671033631121015
5,0.978,0.9183738165764705,0.9857338263588262,0.9435879533088956
