epoch,accuracy,precision,recall,f1_score
1,0.826,0.828100513003839,0.8194077169721695,0.8189974342227474
2,0.9,0.9058323473620414,0.852717770212945,0.8734245996334797
3,0.94,0.8767942657592397,0.9272801882448936,0.893475514119908
4,0.952,0.9548117852184512,0.9440079025893771,0.9439232975323928
5,0.964,0.899180502331816,0.9699056735674694,0.9250718928811364
