epoch,accuracy,precision,recall,f1_score,loss
1,0.994,0.9271632980475364,0.9117647058823528,0.9113867535580856,0.0211941828856652
2,0.998,0.9484755337624072,0.9722222222222222,0.9677042457855703,0.0038270817376542
3,1.0,0.9280562925618264,0.9385540873823526,0.9380464122589132,0.00016915197466
4,1.0,0.9542633284429608,0.9300884527871516,0.9481241632856572,4.2254624418092135e-05
5,0.998,0.9371544672222062,0.9989561586638831,0.9596705567527667,0.019603032203519888
