epoch,accuracy,precision,recall,f1_score
1,0.994,0.9271632980475365,0.9117647058823529,0.9113867535580856
2,0.998,0.9484755337624073,0.9722222222222222,0.9677042457855703
3,1.0,0.9280562925618264,0.9385540873823526,0.9380464122589132
4,1.0,0.9542633284429609,0.9300884527871515,0.9481241632856571
5,0.998,0.9371544672222062,0.9989561586638831,0.9596705567527667
