epoch,accuracy,precision,recall,f1_score,loss
1,0.99,0.9234322586187738,0.8813177444890999,0.8940235007742307,0.0444969495874829
2,0.994,0.9271632980475364,0.9117647058823528,0.9113867535580856,0.0282131544117874
3,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506,0.0141050921001806
4,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506,0.0159621819921085
5,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506,0.017100454421779432
