epoch,accuracy,precision,recall,f1_score
1,0.984,0.9178356994756296,0.8782121544269881,0.8897641746686775
2,0.996,0.9290288177619178,0.9411764705882353,0.9269139031297393
3,0.994,0.9271632980475365,0.9401412739008647,0.9254705868355125
4,0.994,0.9271632980475365,0.9401412739008647,0.9254705868355125
5,0.996,0.9290288177619178,0.9411764705882353,0.9269139031297393
