epoch,accuracy,precision,recall,f1_score
1,0.992,0.9252977783331551,0.939106077213494,0.9240268865548051
2,1.0,0.9238543145514276,0.9127598571906805,0.9242430035609145
3,0.998,0.9308943374762992,0.9989648033126294,0.9553299522436174
4,0.998,0.9308943374762992,0.9989648033126294,0.9553299522436174
5,0.998,0.9308943374762992,0.9989648033126294,0.9553299522436174
