epoch,accuracy,precision,recall,f1_score,loss
1,0.99,0.9234322586187738,0.8529411764705883,0.8790595227538174,0.0370619457607972
2,0.996,0.9290288177619178,0.9411764705882352,0.9269139031297392,0.0104091428402171
3,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506,0.0087985285726972
4,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506,0.008709015792192
5,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506,0.010922240732725186
