epoch,accuracy,precision,recall,f1_score,loss
1,0.992,0.9252977783331552,0.8823529411764706,0.8954426351618666,0.0489489361680171
2,0.996,0.9290288177619178,0.9411764705882352,0.9269139031297392,0.0087139798833959
3,0.996,0.9290288177619178,0.969553038606747,0.9405889260652333,0.0094284723054443
4,1.0,0.9238543145514276,0.9127598571906804,0.9242430035609144,0.0002043550744019
5,1.0,0.9238543145514276,0.9127598571906805,0.9242430035609145,0.0002366824396631273
