epoch,accuracy,precision,recall,f1_score
1,0.99,0.9234322586187738,0.8529411764705883,0.8790595227538174
2,0.996,0.9290288177619178,0.9411764705882353,0.9269139031297393
3,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506
4,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506
5,0.998,0.9308943374762992,0.9705882352941176,0.9420446599042506
